 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;FECHA;FECHA-FIN;HORA;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;TIPO
12271801;Actividades en el centro juvenil 'Carabanchel Alto'. Febrero 2024;;1;1;L,M,X,J,V,S,D;2024-02-01 00:00:00.0;2024-02-29 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fdc0b8d46a5d810VgnVCM2000001f4a900aRCRD;Actividades en el centro juvenil 'Carabanchel Alto'. Febrero 2024;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ccc0b8d46a5d810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2565d2d6fe9a6110VgnVCM1000000b205a0aRCRD;Centro Juvenil Carabanchel Alto;1;CALLE;ALFONSO FERNANDEZ;23;CARABANCHEL;BUENAVISTA;28044;435861;4468746;
12271790;Actividades en el centro juvenil 'Chamberí'. Febrero 2024;;1;1;L,M,X,J,V,S,D;2024-02-01 00:00:00.0;2024-02-29 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7afb0b8d46a5d810VgnVCM2000001f4a900aRCRD;Actividades en el centro juvenil 'Chamberí'. Febrero 2024;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c604786b5fd1410VgnVCM1000000b205a0aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7054251933357310VgnVCM2000000c205a0aRCRD;Centro Juvenil Chamberí;1;CALLE;RAIMUNDO FERNANDEZ VILLAVERDE;2;CHAMBERI;RIOS ROSAS;28003;440346;4477568;/contenido/actividades/CursosTalleres/Arte
12271937;Actividades en el centro juvenil 'El Aleph' (Villa de Vallecas). Febrero 2024;;1;1;L,M,X,J,V,S,D;2024-02-01 00:00:00.0;2024-02-29 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=63310b8d46a5d810VgnVCM2000001f4a900aRCRD;Actividades en el centro juvenil 'El Aleph' (Villa de Vallecas). Febrero 2024;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a010b8d46a5d810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=84869475d381c010VgnVCM1000000b205a0aRCRD;Centro Juvenil El Aleph (Villa de Vallecas);1;CALLE;ZAZUAR;1;VILLA DE VALLECAS;SANTA EUGENIA;28031;448609;4470397;
12271931;Actividades en el centro juvenil 'El Sitio de mi recreo' (Villa de Vallecas). Febrero 2024;;1;1;L,M,X,J,V,S,D;2024-02-01 00:00:00.0;2024-02-29 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e7d00b8d46a5d810VgnVCM2000001f4a900aRCRD;Actividades en el centro juvenil 'El Sitio de mi recreo' (Villa de Vallecas). Febrero 2024;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=17800b8d46a5d810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9bd738d60b41c010VgnVCM2000000c205a0aRCRD;Centro Juvenil El Sitio de mi Recreo (Villa de Vallecas);1;CALLE;REAL DE ARGANDA;39;VILLA DE VALLECAS;SANTA EUGENIA;28031;447634;4470066;/contenido/actividades/ProgramacionDestacadaAgendaCultura
12271896;Actividades en el centro juvenil 'Hontalbilla' (Fuencarral - El Pardo). Febrero 2024;;1;1;L,M,X,J,V,S,D;2024-02-01 00:00:00.0;2024-02-29 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a400b8d46a5d810VgnVCM2000001f4a900aRCRD;Actividades en el centro juvenil 'Hontalbilla' (Fuencarral - El Pardo). Febrero 2024;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef200b8d46a5d810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=afc93331c9ee2210VgnVCM2000000c205a0aRCRD;Centro Juvenil Hontalbilla (Fuencarral - El Pardo);0;CALLE;HONTALBILLA;10;FUENCARRAL-EL PARDO;VALVERDE;28034;441474;4482632;
12272855;Actividades en el centro juvenil 'Pipo Velasco'. Febrero 2024.;;1;1;L,M,X,J,V,S,D;2024-02-01 00:00:00.0;2024-02-29 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e8a4b7e6ee5d810VgnVCM2000001f4a900aRCRD;Actividades en el centro juvenil 'Pipo Velasco'. Febrero 2024.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=727a4b7e6ee5d810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a0d2795e39a36810VgnVCM2000001f4a900aRCRD;Centro Juvenil Pipo Velasco (Usera);1;CALLE;AVENA;5;USERA;ZOFIO;28026;439248;4469889;/contenido/actividades/DanzaBaile/FolcloreEtnica
12271570;Actividades en el centro juvenil 'Tetuán Punto Joven'. Febrero 2024;;1;1;L,M,X,J,V,S,D;2024-02-01 00:00:00.0;2024-02-29 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3859e88be95d810VgnVCM1000001d4a900aRCRD;Actividades en el centro juvenil 'Tetuán Punto Joven'. Febrero 2024;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=51b6a4ec61dec310VgnVCM1000000b205a0aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f9e41aee5a2a110VgnVCM1000000b205a0aRCRD;Centro Juvenil Tetuán Punto Joven;0;CALLE;DULCINEA;4;TETUAN;CUATRO CAMINOS;28020;440651;4477630;
12130154;Actividades mensuales de los centros de mayores del distrito Centro;;0;1;L,M,X,J,V;2024-01-25 00:00:00.0;2024-02-29 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b8d69bd86cd1b810VgnVCM2000001f4a900aRCRD;Actividades mensuales de los centros de mayores del distrito Centro;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=038a389dcf828810VgnVCM1000001d4a900aRCRD;;;;;;;;;;;;
12177480;Actividades mensuales de los centros de mayores del distrito Hortaleza;;0;1;L,M,X,J,V;2023-11-21 00:00:00.0;2024-03-01 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=315479485bdeb810VgnVCM1000001d4a900aRCRD;Actividades mensuales de los centros de mayores del distrito Hortaleza;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f35379485bdeb810VgnVCM1000001d4a900aRCRD;;;;;;;;;;;;
12263426;Actividades mensuales de los centros de mayores del distrito Vicálvaro;;0;1;L,M,X,J,V;2024-01-23 00:00:00.0;2024-03-01 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1454a9913813d810VgnVCM1000001d4a900aRCRD;Actividades mensuales de los centros de mayores del distrito Vicálvaro;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=08bbcb25a62db810VgnVCM1000001d4a900aRCRD;;;;;;;;;;;;
12255862;Actuación Infantil: `El Mejor Regalo´;;1;0;;2024-02-09 00:00:00.0;2024-02-09 23:59:00.0;18:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d394712b9b61d810VgnVCM2000001f4a900aRCRD;Actuación Infantil: `El Mejor Regalo´;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3644712b9b61d810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42753d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural Bohemios (Villaverde);1;CALLE;LOS BOHEMIOS;1;VILLAVERDE;LOS ANGELES;28041;441066;4467547;/contenido/actividades/TeatroPerformance
12263799;Actuación Infantil: `Viva el Carnaval´;;1;0;;2024-02-23 00:00:00.0;2024-02-23 23:59:00.0;18:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=66d645822a53d810VgnVCM2000001f4a900aRCRD;Actuación Infantil: `Viva el Carnaval´;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9f928bb8b853d810VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9743d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural Ágata (Villaverde);1;CALLE;DOCTOR MARTIN AREVALO;2;VILLAVERDE;SAN ANDRES;28021;442001;4471735;/contenido/actividades/TeatroPerformance
12277484;Actuación: Improrrisas;;1;0;;2024-02-09 00:00:00.0;2024-02-09 23:59:00.0;17:45;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ebfa58111b96d810VgnVCM1000001d4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=34137b503a71c010VgnVCM1000000b205a0aRCRD;Auditorio al aire libre Berlín;1;CALLE;SAN ERNESTO;10;CHAMARTIN;CIUDAD JARDIN;28002;442714;4477836;/contenido/actividades/FiestasCarnavales
12266415;Al rojo vivo;;0;0;;2024-02-14 00:00:00.0;2024-02-14 23:59:00.0;20:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bad193d324d3d810VgnVCM1000001d4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/ProgramacionDestacadaAgendaCultura
12281441;Al rojo vivo;;0;0;;2024-02-14 00:00:00.0;2024-02-14 23:59:00.0;20:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=82a36f760f78d810VgnVCM2000001f4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/CineActividadesAudiovisuales
12279229;Al Tran Tran  Trovadores Urbanos;;1;0;;2024-02-24 00:00:00.0;2024-02-24 00:00:00.0;0:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=950aae30de97d810VgnVCM2000001f4a900aRCRD;Actividades CC. Príncipe de Asturias febrero 2024;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=27f133e7dc96d810VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Príncipe de Asturias (Ciudad Lineal);1,5,6;CALLE;HERMANOS GARCIA NOBLEJAS;14;CIUDAD LINEAL;PUEBLO NUEVO;28037;445948;4476395;/contenido/actividades/Musica
12276459;Aladdin;;0;0;;2024-02-25 00:00:00.0;2024-02-25 23:59:00.0;12:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=03efe7edb646d810VgnVCM1000001d4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/ProgramacionDestacadaAgendaCultura
12226938;Alegría fría;;1;1;L,M,X,J,V,S,D;2024-01-27 00:00:00.0;2024-02-18 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6cbaaa2b2eb8c810VgnVCM1000001d4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc8d531521b74810VgnVCM1000001d4a900aRCRD;Centro Cultural Emilia Pardo Bazán (Salamanca);1;CALLE;GOYA;1;SALAMANCA;RECOLETOS;28001;441502;4475253;/contenido/actividades/Exposiciones
12258034;Alemania;;0;1;L,M,X,J,V,S,D;2024-02-08 00:00:00.0;2024-02-11 23:59:00.0;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8ae492b4ec71d810VgnVCM1000001d4a900aRCRD;Alemania;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bfe492b4ec71d810VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD;Cineteca Madrid;1;PLAZA;LEGAZPI;8;ARGANZUELA;CHOPERA;28045;440946;4471422;/contenido/actividades/ProgramacionDestacadaAgendaCultura
12266458;Aletas;;1;0;;2024-02-18 00:00:00.0;2024-02-18 23:59:00.0;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=319393d324d3d810VgnVCM1000001d4a900aRCRD;;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=340ed2d6fe9a6110VgnVCM1000000b205a0aRCRD;Centro Cultural Fernando Lázaro Carreter (Carabanchel);1;CALLE;VERDAD;29;CARABANCHEL;OPAÑEL;28019;439136;4471474;/contenido/actividades/TeatroPerformance
12257937;Alfabetización Digital para Personas Mayores: ¡Reconectados!;;1;0;;2024-02-14 00:00:00.0;2024-02-14 23:59:00.0;11:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fecad6299f71d810VgnVCM2000001f4a900aRCRD;Alfabetización Digital para Personas Mayores: ¡Reconectados!;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=179ad6299f71d810VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42753d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural Bohemios (Villaverde);1;CALLE;LOS BOHEMIOS;1;VILLAVERDE;LOS ANGELES;28041;441066;4467547;/contenido/actividades/CursosTalleres/CapacitacionDigital
12263131;Alma Flamenca;;1;0;;2024-02-10 00:00:00.0;2024-02-10 23:59:00.0;19:00;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=82aabaf15a13d810VgnVCM2000001f4a900aRCRD;Actividades Centro Cultural Eduardo Úrculo;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1040b0870e3be710VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8f9338588355210VgnVCM1000000b205a0aRCRD;Centro Cultural Eduardo Úrculo (Tetuán);1,6;PLAZA;DONOSO;5;TETUAN;ALMENARA;28029;440862;4480048;/contenido/actividades/DanzaBaile
